Sr No	StopCode	  StopName	LatLong	Type	Direction	Road Name	Depot	ROUTE 1	ROUTE 2	ROUTE 3	ROUTE 4	ROUTE 5	ROUTE 6	ROUTE 7	ROUTE 8	ROUTE 9	ROUTE 10	ROUTE 11	ROUTE 12	ROUTE 13	ROUTE 14	ROUTE 15	ROUTE 16	ROUTE 17	ROUTE 18	ROUTE 19	ROUTE 20	ROUTE 21	ROUTE 22	ROUTE 23	ROUTE 24	ROUTE 25	ROUTE 26	ROUTE 27	ROUTE 28	ROUTE 29	ROUTE 30
1142	07365	Veer Kotwal Udyan	19.0212821960449,72.841850280761719	30 ft	up	N.C.Kelkar Marg	Worli	0270	0630	1510	1640	1650	3050	3510	3570	3850																					
1143	07366	Veer Kotwal Udyan	19.0212497711181,72.841804504394531	18 ft	up	N.C.Kelkar Marg	Worli	0880	1100	1610	1690	1710																									
1144	07367	Veer Kotwal Udyan	19.0211677551269,72.841949462890625	18 ft	up	N.C.Kelkar Marg	Worli	0530	0590	1720	1740	1750																									
1145	07368	Veer Kotwal Udyan	19.0218124389648,72.842208862304688	24 ft	up	N.C.Kelkar Marg	Worli	0010	0460	0510	0560	0610	0620	1750	2000	2010	2120	3150	3240	4630																	
1146	07369	Veer Kotwal Udyan  	19.0209732055664,72.842529296875	18 ft	dn	N.C.Kelkar Marg	Worli	0630																													
1147	07370	Venus Apartment	19.001528,72.811516	18 ft	dn	Abdul Gafar Khan Marg	Worli	0890	1660	1710																											
1148	07371	Venus Apartment	19.001528,72.811516	18 ft	up	Abdul Gafar Khan Marg	Worli	0890	1660																												
1149	07372	Worli Dairy	18.998255,72.811386	24 ft	dn	Abdul Gafar Khan Marg	Worli	0890	1660	0707	0748	0768																									
1150	07373	Worli Dairy	18.998255,72.811386	18 ft	up	Abdul Gafar Khan Marg	Worli	0890	1660	0707	0748	0768																									
1152	07375	Worli Depot	19.013277053833,72.820037841796875	Pole	dn	Sasmira Marg	Worli	0270	0330	3240																											
1153	07376	Worli Depot	19.013765335083,72.820259094238281	Pole	dn	Sasmira Marg	Worli	0530	1610	4630																											
1154	07377	Worli Depot	19.0145626068115,72.819496154785156	Pole	up	Sasmira Marg	Worli	0530	0680	0820	0890	1240	1610	1630	4630																						
1156	07379	Worli Depot / Shiv Mandir	19.0133590698242,72.819976806640625	18 ft	dn	Sasmira Marg	Worli	0680	1240	1630																											
1157	07380	Worli Depot / Shiv Mandir	19.012897491455,72.82025146484375	18 ft	up	Sasmira Marg	Worli	0270	0330	3240																											
1160	07383	Worli Sea Face (North)	19.0158081054687,72.818862915039062	Ele.Pole	dn	Abdul Gafar Khan Marg	Worli	0820	0890	1610	4630																										
1161	07384	Worli Sea Face (North)	19.0158081054687,72.818862915039062	18 ft	dn	Abdul Gafar Khan Marg	Worli	0820	0890	4630	0707	0748	0768																								
1163	07386	Worli Sea Face (South)	19.005386352539,72.813835144042969	18 ft	dn	Abdul Gafar Khan Marg	Worli	0820	0890	4630	0707	0748	0768																								
1164	07387	Worli Sea Face (South)	19.002285,72.811874	18 ft	dn	Abdul Gafar Khan Marg	Worli	1660																													
1166	07389	Worli Village	19.0166397094726,72.8199462890625	Pole	dn	Veer Nariman Marg	Worli	0530	0554	0560	1690																										
1167	07390	Worli Village	19.016653060913,72.820808410644531	30 ft	dn	Veer Nariman Marg	Worli	1620																													
1168	07391	Worli Village	19.01655387878418,72.820831298828125	30 ft	dn	Veer Nariman Marg	Worli	0440	0500	1250																											
1169	07392	Worli Village	19.0167446136474,72.820228576660156	Pole	up	Veer Nariman Marg	Worli	0440	0500	1250	1620																										
1170	07393	Worli Village	19.016881942749,72.820266723632812	18 ft	up	Veer Nariman Marg	Worli	0530	0560	1690																											
1172	02001	A.H.ANSARI CHOWK	18.9740562438964,72.832359313964844	SHELTER 30	DN	B.A.ROAD	Wadala	0050	0090	0140	0150																										
1173	02002	A.H.ANSARI CHOWK	18.9704761505126,72.832763671875	SHELTER 18	DN	B.A.ROAD	Wadala	0010	0011	0061	0071	0081	0111	0171	0191	0211	0221	0251	0510	0041	0540	0017	0137														
1174	02003	A.H.ANSARI CHOWK	18.970737,72.831413	SHELTER 30	DN	B.A.ROAD	Wadala	0480	1260	1640																											
1175	02004	ANJIRWADI	18.9733295440673,72.840339660644531	SHELTER 18	DN	DR. MASKARANSE MG	Wadala	0030	1260	0600	0460																										
1177	02006	APNA BAZAR/NAIGAON	19.0080509185791,72.844474792480469	SHELTER 18	DN	GOVINDAJI KENI MARG	Wadala	0640	0670																												
1178	02007	AZAD NAGAR	19.0137615203857,72.85504150390625	SHELTER 18	UP	R.A.KIDWAI MARG	Wadala	0101	0201	0090	0140	0630	1740	1750																							
1180	02009	BEST COLONY	19.0127277374267,72.853866577148438	POLE	DN	GANESH MANDIR RD.	Wadala	0610																													
1182	02011	BEST COLONY BHOIWADA	19.005292892456,72.848213195800781	SHELTER 12	DN	JERBAI WADIA MARG	Wadala	0140	1680	1660	2000																										
1183	02012	BHARATMATA	18.9966430664062,72.837600708007812	SHELTER 30	DN	B.A.ROAD	Wadala	0010	0050	0150	0380	0430	0660	0760	0510																						
1184	02015	BHARATMATA	18.9963779449462,72.836753845214844	SHELTER 30	UP	B.A.ROAD	Wadala	0010	0011	0050	0150	0380	0430	0660	0760	0510																					
1185	02016	BHARATMATA	18.9953937530517,72.837028503417969	SHELTER 24	UP	JIJIBHAI LANE	Wadala	0090	0140	0610	0640	0670	0690	0570	1340	1660	2000																				
1187	02013	BHARATMATA	18.9954357147216,72.83538818359375	SHELTER 18	UP	MAHADEV PALAV MG	Wadala	0440	0500	0520	0550	0570	1660	0760	4146	0140																					
1188	02014	BHARATMATA	18.9950847625732,72.837799072265625	SHELTER 18	DN	MAHADEV PALAV MG	Wadala	0440	0500	0520	0550	0570	1660	0760	4146	0140																					
1189	02021	BHOIWADA	19.0046825408935,72.845474243164062	POLE	UP	G.D.AMBEKAR MARG	Wadala	0090	0140	0640	0670	1660	2000																								
1190	02018	BHOIWADA	19.0053520202636,72.844841003417969	SHELTER 18	DN	JERBAI WADIA MARG	Wadala	0090	0640	0670	0610	1680	1660	0650																							
1191	02019	BHOIWADA	19.0055198669433,72.8449478149414	SHELTER 18	UP	JERBAI WADIA MARG	Wadala	1680																													
1192	02020	BHOIWADA	19.0053272247314,72.844757080078125	SHELTER 18	DN	JERBAI WADIA MARG	Wadala	0140	1680	1660	2000																										
1193	02022	BUSSA UDYOG BHAVAN	18.9996757507324,72.850700378417969	SHELTER 18	UP	T.J.ROAD	Wadala	0450	0460	0201																											
1194	02023	BYCULLA POLICE STN.	18.973777770996,72.834312438964844	SHELTER 12	DN	SETH MOTISHA LANE	Wadala	0500	1340																												
1196	02025	BYCULLA RLY.STN.	18.9784240722656,72.833976745605469	SHELTER 30	DN	B.A.ROAD	Wadala	0050	0090	0150																											
1197	02026	BYCULLA RLY.STN.	18.9782028198242,72.8340835571289	POLE	DN	B.A.ROAD	Wadala	0640	0650	0670	0690																										
1198	02027	BYCULLA RLY.STN.	18.9704685211181,72.832771301269531	POLE	DN	B.A.ROAD	Wadala	0010	0011	0061	0071	0081	0111	0171	0191	0211	0221	0251	0510	0041	0540																
1202	02031	BYCULLA RLY.STN.	18.9757843017578,72.833328247070312	SHELTER 24	UP	B.A.ROAD	Wadala	0090	0640	0650	0670	0690	0500	1340																							
1203	02032	BYCULLA RLY.STN.	18.9761009216308,72.833328247070312	SHELTER 12	UP	B.A.ROAD	Wadala	0010	0011	0041	0050	0540	0030	1260																							
1205	02034	BYCULLA STN. (E)	18.97613,72.833321	SHELTER 18	DN	SANT SAWTA MARG	Wadala	0030	1260																												
1206	02035	BYCULLA STN. (E)	18.97613,72.833321	SHELTER 18	UP	SANT SAWTA MARG	Wadala	0030	1260	1680																											
1207	02036	CHITRA CINEMA	19.0136108398437,72.844886779785156	SHELTER 30	DN	B.A.ROAD	Wadala	0430	0640	0650	0670	2120	2130																								
1208	02037	CHITRA CINEMA	19.013874053955,72.844619750976562	SHELTER 18	UP	B.A.ROAD	Wadala	0010	0050	0150	0380	0430	0510	0650	0660	0760	2120	213																			
1209	02038	CHITRA CINEMA	19.0142765045166,72.84527587890625	SHELTER 30	DN	B.A.ROAD	Wadala	0010	0050	0150	0380	0660	0760	0510																							
1217	02046	DADAR T.T.	19.0191345214843,72.849090576171875	SHELTER 18	DN	B.A.ROAD	Wadala	0270	0530	0590	0850	0880	0921	0931	1100	1640	1650	3050	3150	3510	3540	3570	3850	5211	1710	0037	0097	5927									
1220	02049	DADAR T.T.	19.0191345214843,72.849090576171875	SHELTER 24	DN	B.A.ROAD	Wadala	0010	0011	0050	0150	0380	0401	0510	2120	2130	3681																				
1224	02053	DADAR T.T.(PRITAM)	19.0171375274658,72.845321655273438	SHELTER 18	DN	S.GYANJIVANDAS MG	Wadala	0430	1610																												
1226	02057	DADAR WORKSHOP	19.0174045562744,72.849357604980469	POLE	DN	MANCHERJI JOSHI MG.	Wadala	0640	1690	1720																											
1227	02058	DADAR WORKSHOP	19.0178203582763,72.84954833984375	SHELTER 18	UP	MANCHERJI JOSHI MG.	Wadala	0640	1690	1720	1710																										
1230	02059	DARUKHANA	18.9714164733886,72.8452377319336	POLE	UP	BR.NATH PAI MARG	Wadala	0450																													
1231	02060	DARUKHANA	18.9716129302978,72.8451156616211	SHELTER 24	UP	BR.NATH PAI MARG	Wadala	0430	0440	0490																											
1232	02061	DARUKHANA	18.97203254699707,72.845252990722656	SHELTER 18	DN	BR.NATH PAI MARG	Wadala	0430	0440	0490																											
1233	02062	DNYANESHWAR NAGAR	19.004690170288,72.853866577148438	SHELTER 30	DN	JERBAI WADIA MARG	Wadala	0140	1680	1660	2000																										
1234	02063	DNYANESHWAR NAGAR	19.00537109375,72.853752136230469	SHELTER 18	UP	R.A.KIDWAI MARG	Wadala	0101	0201	0450	0460	0140	1660	1680	2000																						
1238	02068	FIVE GARDENS	19.0197677612304,72.8544692993164	SHELTER 18	UP	LADY JAHANGIR MARG	Wadala	0061	0150	0430	0530	0590	0760	0880	1100	1610	3150	0640	1690	1720																	
1241	02070	GADI ADDA	18.994863510131836,72.853912353515625	POLE	DN	HAJI BUNDER ROAD	Wadala	0600																													
1242	02071	GADI ADDA	18.9946670532226,72.853813171386719	POLE	UP	HAJI BUNDER ROAD	Wadala	0600																													
1243	02072	GANDHI HOSPITAL	18.9984130859375,72.83935546875	POLE	DN	E.BORJES MG	Wadala	0090	0140	0610	0640	0670	0690	0570	1340	1660																					
1244	02073	GANDHI HOSPITAL	18.9975299835205,72.8401870727539	SHELTER 18	UP	S.S.RAO MARG	Wadala	0570	0690	1340																											
1245	02074	GANDHI HOSPITAL	18.9976367950439,72.840530395507812	SHELTER 30	UP	S.S.RAO MARG	Wadala	0090	0140	0640	0650	0670	1340	20000	1660																						
1248	02077	GANESH CINEMA	18.9895896911621,72.834709167480469	SHELTER 18	DN	SANE GURUJI MARG	Wadala	0770	0301	0660	0610																										
1250	02080	GHODAPDEV	18.979812622070312,72.843437194824219	SHELTER 18	DN	BR.NATH PAI MARG	Wadala	0430	0440	0460	0450	0101	0201																								
1251	02081	GHODAPDEV	18.9821281433105,72.842689514160156	POLE	UP	BR.NATH PAI MARG	Wadala	0430	0440	0460	0450	0101	0201																								
1252	02079	GHODAPDEV	18.9820594787597,72.8427505493164	POLE	UP	R.BHOGALE MARG	Wadala	0460																													
1253	02082	HAFFKIN	19.0016746520996,72.844284057617188	POLE	UP	A.DONDE MARG	Wadala	0401	0570	0690	1340	2120	2130	3681	1620	1630	2010																				
1254	02083	HAFFKIN	19.001350402832,72.844230651855469	POLE	DN	A.DONDE MARG	Wadala	0401	0570	0690	1340	2120	2130	3681	1620	1630	2010																				
1255	02084	HAKOBA	18.98828125,72.839279174804688	SHELTER 18	DN	DATTARAM LAD MARG	Wadala	0430	0440	0500	0520	0550	0670	0770	2000																						
1256	02085	HAKOBA	18.9883098602294,72.838737487792969	SHELTER 18	UP	DATTARAM LAD MARG	Wadala	0430	0440	0500	0520	0550	0670	0770	2000																						
1257	02086	HINDAMATA CINEMA	19.010643005371,72.842971801757812	SHELTER 18	DN	B.A.ROAD	Wadala	0301	0660	0760	4147																										
1258	02087	HINDAMATA CINEMA	19.0099983215332,72.842529296875	SHELTER 30	DN	B.A.ROAD	Wadala	0010	0041	0061	0071	0081	0111	0171	0191	0211	0221	0251	5061	0050	0150	0380	0510	0540	0017	0011											
1259	02088	HINDAMATA CINEMA	19.0098628997802,72.842414855957031	SHELTER 18	DN	B.A.ROAD	Wadala	0430	0640	0650	0670																										
1261	02090	HINDAMATA CINEMA	19.0099563598632,72.841995239257812	SHELTER 18	UP	B.A.ROAD	Wadala	0010	0011	0041	0401	0380	0510	0540	2120	4147																					
1262	02091	HINDAMATA CINEMA	19.0100498199462,72.842048645019531	SHELTER 18	UP	B.A.ROAD	Wadala	0050	0061	0150	0430	0650	0660	0760																							
1264	02093	HINDU CEMETRY	18.9775714874267,72.846908569335938	POLE	UP	S.HILL AVENUE MARG	Wadala	0600	1680																												
1265	02094	HINDU CEMETRY	18.9775123596191,72.847091674804688	POLE	DN	S.HILL AVENUE MARG	Wadala	0600	1680																												
1266	02095	HINDU COLONY(RAJA SHIVAJI)	19.0214519500732,72.8470687866211	SHELTER 18	UP	LAKHAMSHI NAPPU RD.	Wadala	0430	1610	1660																											
1267	02096	HINDU COLONY	19.0215873718261,72.847488403320312	SHELTER 18	DN	LAKHAMSHI NAPPU RD.	Wadala	0430	1610	1660																											
1268	02097	INDIRA NAGAR	18.9909572601318,72.855453491210938	POLE	DN	HAJI BUNDER ROAD	Wadala	0600																													
1269	02098	JAKERIA BUNDER	18.9902801513671,72.848014831542969	POLE	DN	T.J.ROAD	Wadala	0770																													
1270	02099	JAKERIA BUNDER	18.9897365570068,72.846389770507812	POLE	UP	T.J.ROAD	Wadala	0450	0460	0201	0770																										
1274	02103	JAYHIND CINEMA	18.985912322998,72.835800170898438	SHELTER 18	DN	B.A.ROAD	Wadala	0010	0011	0061	0071	0081	0111	0191	0171	0211	0221	0251	0510	0540	5061																
1275	02104	JAYHIND CINEMA	18.9854946136474,72.835800170898438	SHELTER 30	DN	B.A.ROAD	Wadala	0050	0090	0150	0380	0640	0650	0690	1340																						
1276	02105	JAYHIND CINEMA	18.984561920166,72.835128784179688	SHELTER 30	UP	B.A.ROAD	Wadala	0010	0011	0380	0510	0540																									
1277	02106	JAYHIND CINEMA	18.9845352172851,72.834541320800781	SHELTER 18	UP	B.A.ROAD	Wadala	0090	0640	0650	0690	1340																									
1278	02107	JAYHIND CINEMA	18.9855556488037,72.835334777832031	SHELTER 18	UP	B.A.ROAD	Wadala	0050	0061	0071	0081	0111	0150	0171	0191	0211	0221	0251	5061																		
1279	02108	JAYHIND CINEMA	18.9843673706054,72.836311340332031	SHELTER 12	DN	T.B.KADAM MARG	Wadala	0500	0670																												
1281	02110	JIJAMATA UDYAN	18.9809856414794,72.835113525390625	SHELTER 30	DN	B.A.ROAD	Wadala	0640	0650	0670	0690																										
1282	02111	JIJAMATA UDYAN	18.9809894561767,72.834663391113281	SHELTER 18	DN	B.A.ROAD	Wadala	0050	0090	0150																											
1283	02112	JIJAMATA UDYAN	18.980842590332,72.834503173828125	SHELTER 18	DN	B.A.ROAD	Wadala	0500	1340																												
1284	02113	JIJAMATA UDYAN	18.980366,72.835075	SHELTER 18	UP	B.A.ROAD	Wadala	0030	1260																												
1285	02114	JIJAMATA UDYAN	18.9809474945068,72.8341293334961	SHELTER 18	UP	B.A.ROAD	Wadala	0010	0011	0150	0640	0650	0670	0510	0690	0380																					
1286	02115	JIJAMATA UDYAN	18.9811534881591,72.8342514038086	SHELTER 18	UP	B.A.ROAD	Wadala	0050	0061	0071	0081	0111	0171	0191	0211	0221	0251	5061																			
1287	02116	JIJAMATA UDYAN	18.980366,72.835075	POLE	DN	D.K.ROAD	Wadala	0030	0380	1260	5061																										
1288	02117	JIJAMATA UDYAN	18.980366,72.835075	SHELTER 30	UP	E.S.PATANWALA RD.	Wadala	0030	0380	1260	5061	0061	0021																								
1290	02119	K.E.M. HOSPITAL	19.0015201568603,72.8408203125	SHELTER 24	DN	E.BORJES MG	Wadala	0570	0610	1340	1660	0690	2000	0640	0670	0140																					
1292	02121	K.E.M. HOSPITAL	19.0007972717285,72.8429946899414	SHELTER 18	UP	S.S.RAO MARG	Wadala	0090	0140	0690	0640	0670	2000	1340	0570	0650																					
1295	02124	KALACHOWKY	18.9879703521728,72.842117309570312	SHELTER 30	DN	BR.NATH PAI MARG	Wadala	0430	0440	0450	0101	0201																									
1296	02125	KALACHOWKY	18.9880867004394,72.842094421386719	SHELTER 18	DN	BR.NATH PAI MARG	Wadala	0460	0500	0670																											
1297	02126	KALACHOWKY	18.9879741668701,72.84210205078125	POLE	UP	SHRIKANT HADKAR MG	Wadala	0770																													
1298	02127	KALACHOWKY POLICE STN.	18.9881496429443,72.842842102050781	SHELTER 18	UP	SHRIKANT HADKAR MG	Wadala	0101	0201	0450	0460	0770																									
1301	02130	KAPOL  NIWAS	19.023904800415,72.852226257324219	SHELTER 18	UP	B.A.ROAD	Wadala	0050	0111	0650	0660	0670	0850	1640	1650	0661																					
1302	02131	KAPOL  NIWAS	19.0245914459228,72.853523254394531	SHELTER 24	DN	B.A.ROAD	Wadala	0050	0650	0660	0670	2130	0301	3681																							
1303	02132	KAPOL  NIWAS	19.0239562988281,72.852912902832031	SHELTER 24	DN	B.A.ROAD	Wadala	0270	0850	1640	1650	3050	3510	3570	3850	0921	0931	5211	0097	5927																	
1305	02134	KASSARA POWER HOUSE	18.9701480865478,72.84552001953125	SHELTER 30	DN	BR.NATH PAI MARG	Wadala	0430	0440	0490	0101	0201	0450																								
1307	02136	KIDWAI MARG POLICE ST.	19.0050430297851,72.850028991699219	SHELTER 12	DN	JERBAI WADIA MARG	Wadala	0140	1680	1660	2000																										
1308	02137	KIDWAI NAGAR	19.0094451904296,72.853950500488281	SHELTER 18	UP	R.A.KIDWAI MARG	Wadala	0101	0201	0450	0460	0140	1660	1680	2000																						
1310	02139	L.B.S.COLLEGE 	18.9806594848632,72.858924865722656	POLE	UP	S.HILL AVENUE MARG	Wadala	0600	1680																												
1311	02140	L.B.S.COLLEGE 	18.980728149414,72.859222412109375	POLE	DN	S.HILL AVENUE MARG	Wadala	0600	1680																												
1320	02149	M.B.CHOWK	19.0043315887451,72.841026306152344	SHELTER 24	UP	A.DONDE MARG	Wadala	0401	2120	2130	3681	1620	1630	2010	0650																						
1324	02153	M.B.CHOWK	19.0057888031005,72.839126586914062	SHELTER 18	DN	J.BHATANKAR MG	Wadala	1620	1630	1680	2010																										
1325	02154	MADHAV NAGAR	19.0118961334228,72.854385375976562	SHELTER 18	UP	R.A.KIDWAI MARG	Wadala	0101	0201	0090	0140	0610	1660	1680	2000																						
1333	02164	MUSTAFA BAZAR	18.976151,72.840027	SHELTER 24	DN	DR. MASKARANSE MG	Wadala	0030	1260	0600	0460																										
1334	02165	MUSTAFA BAZAR	18.976219177246,72.840530395507812	POLE	UP	DR. MASKARANSE MG	Wadala	0600																													
1335	02162	MUSTAFA BAZAR	18.976151,72.840027	SHELTER 12	UP	SANT SAWTA MARG	Wadala	0030	1260	1680																											
1336	02163	MUSTAFA BAZAR	18.9762630462646,72.840873718261719	POLE	DN	SANT SAWTA MARG	Wadala	1680	0600																												
1337	02166	NAIGAON POLICE COLONY	19.0075664520263,72.847236633300781	SHELTER 18	DN	G.D.AMBEKAR MARG	Wadala	0090	0610																												
